13570,12,13,0,0,7,1,3,734179,2,0,1,736265,8,2,308,2055,1516,4
13571,2,1,0,0,2,1,3,735062,2,0,1,737619,5,4,52,2056,1517,4
13572,16,6,0,0,2,0,3,733142,4,0,1,736797,20,7,29,2057,388,4
13573,16,6,0,0,2,0,3,734347,4,0,1,737997,20,7,29,2057,388,4
13574,16,6,0,0,2,0,3,734347,4,0,1,745297,20,7,29,2057,388,4
13575,16,6,0,0,2,1,3,735013,4,0,1,742319,20,7,29,2057,388,4
13576,16,6,0,0,2,1,3,735013,4,0,1,738669,20,7,29,2057,388,4
13577,2,11,0,0,2,1,3,734619,2,0,1,737209,26,8,36,2058,1518,4
13578,2,11,0,0,2,1,3,734846,2,0,1,737770,26,8,36,2058,1518,4
13579,17,5,0,0,2,1,3,734496,4,0,1,738151,54,4,315,2059,1519,4
13580,17,5,0,0,2,1,3,734496,4,0,1,745451,54,4,315,2059,1519,4
13581,2,11,0,0,2,1,3,734650,2,0,1,737574,52,11,98,2060,1518,17
13582,15,12,0,0,2,1,3,734325,2,0,1,736919,35,4,231,2061,1520,4
13583,15,13,0,0,2,0,3,734858,4,0,1,736644,54,4,104,2062,1217,4
13584,16,10,0,0,0,1,3,734306,0,0,0,745256,1,0,1,2063,1521,30
13585,16,10,0,0,0,1,3,735034,0,0,0,745984,1,0,1,2063,1521,30
13586,17,17,0,0,4,0,3,734214,24,0,1,736039,29,8,40,2064,1522,30
13587,9,15,0,0,2,0,3,728626,4,0,1,735926,52,11,98,2065,1523,4
13588,12,13,0,0,2,1,3,735117,2,0,1,736661,28,3,37,2066,1524,1
13589,9,15,0,0,2,0,3,731719,2,0,1,736098,20,7,29,2067,1523,4
13590,9,15,0,0,2,0,3,731719,2,0,1,737193,20,7,29,2067,1523,4
13591,9,15,0,0,2,0,3,732433,2,0,1,736279,20,7,29,2067,1523,4
13592,9,15,0,0,2,0,3,732695,2,0,1,736585,20,7,29,2067,1523,4
13593,9,15,0,0,2,0,3,733258,2,0,1,737725,20,7,29,2067,1523,4
13594,9,15,0,0,2,0,3,733627,2,0,1,744584,20,7,29,2067,1523,4
13595,9,15,0,0,2,1,3,733811,2,0,1,744766,20,7,29,2067,1523,4
13596,9,15,0,0,2,1,3,733977,2,0,1,744997,20,7,29,2067,1523,4
13597,9,15,0,0,2,1,3,734180,2,0,1,738076,20,7,29,2067,1523,4
13598,9,15,0,0,2,1,3,734180,2,0,1,745376,20,7,29,2067,1523,4
13599,9,15,0,0,2,1,3,734482,2,0,1,745741,20,7,29,2067,1523,4
13600,9,15,0,0,2,1,3,734663,2,0,1,746092,20,7,29,2067,1523,4
13601,1,15,0,0,2,0,3,728637,4,0,1,739581,4,3,4,2068,1525,4
13602,1,15,0,0,2,0,3,728758,4,0,1,728753,4,3,4,2068,1525,4
13603,2,9,0,0,2,0,3,733047,4,0,1,736705,29,8,210,2069,1526,35
13604,2,9,0,0,2,0,3,733047,4,0,1,744005,29,8,210,2069,1526,35
13605,1,7,0,0,2,0,3,729345,2,0,1,736644,4,3,17,2070,1527,4
13606,1,15,0,0,2,0,3,732978,4,0,1,736630,4,3,4,2068,1525,4
13607,1,15,0,0,2,1,3,733699,4,0,1,744660,4,3,4,2068,1525,4
13608,1,15,0,0,2,1,3,733992,4,0,1,737649,4,3,4,2068,1525,4
13609,1,15,0,0,2,1,3,734692,4,0,1,745649,4,3,4,2068,1525,4
13610,1,15,0,0,2,1,3,735056,4,0,1,738714,4,3,4,2068,1525,4
13611,1,15,0,0,2,1,3,735319,2,0,1,737421,4,3,4,2068,1525,4
13612,1,15,0,0,2,1,3,735319,2,0,1,737817,4,3,4,2068,1525,4
13613,1,15,0,0,2,1,3,735319,2,0,1,738547,4,3,4,2068,1525,4
13614,1,7,0,0,2,0,3,733492,2,0,1,737148,4,3,17,2071,1527,10
13615,1,7,0,0,2,0,3,733492,2,0,1,744448,4,3,17,2071,1527,10
13616,1,7,0,0,2,0,3,733684,2,0,1,737360,4,3,17,2071,1527,10
13617,1,7,0,0,2,0,3,733684,2,0,1,744660,4,3,17,2071,1527,10
13618,1,7,0,0,2,0,3,734056,2,0,1,735914,4,3,17,2071,1527,10
13619,1,7,0,0,2,0,3,734056,2,0,1,737739,4,3,17,2071,1527,10
13620,1,7,0,0,2,0,3,734056,2,0,1,745039,4,3,17,2071,1527,10
13621,1,7,0,0,2,1,3,735185,2,0,1,746151,4,3,17,2071,1527,10
13622,1,7,0,0,2,0,3,735185,2,0,1,736280,4,3,17,2071,1527,10
13623,1,7,0,0,2,1,3,735185,2,0,1,738851,4,3,17,2071,1527,10
13624,9,4,0,0,2,0,3,733348,4,0,1,736998,10,0,169,2072,1528,30
13625,9,4,0,0,2,0,3,734823,4,0,1,736648,10,0,169,2072,1528,30
13627,9,4,0,0,2,0,3,733583,2,1,1,736503,10,0,169,2073,1528,4
13639,9,0,0,0,2,1,3,735200,2,0,1,740675,10,0,169,2073,1528,4
13642,1,15,0,0,2,0,3,731619,2,0,1,736006,3,2,269,2075,991,1
13643,1,15,0,0,2,0,3,731619,2,0,1,742576,3,2,269,2075,991,1
13644,15,20,0,0,2,1,3,734807,2,0,1,736722,3,2,86,2076,1529,4
13645,10,9,0,0,6,0,3,734710,6,0,1,737270,60,5,179,2077,1530,1
13646,10,9,0,0,6,0,3,735216,6,0,1,738135,60,5,179,2077,1530,1
13647,10,9,0,0,6,0,3,732235,6,0,1,735886,60,5,179,2078,1530,4
13649,17,17,0,0,2,0,3,733664,4,0,1,737314,0,0,0,2080,1532,15
13650,17,17,0,0,2,0,3,734839,4,0,1,735934,0,0,0,2080,1532,15
13651,17,17,0,0,2,0,3,733310,4,0,1,736962,0,0,0,2080,1532,15
13652,17,17,0,0,2,0,3,734839,4,0,1,736664,0,0,0,2080,1532,15
13655,17,17,0,0,2,0,3,735370,4,0,1,736465,0,0,0,2080,1532,15
13656,17,17,0,0,2,0,3,735370,4,0,1,737195,0,0,0,2080,1532,15
13657,17,17,0,0,2,0,3,733664,4,0,1,737314,0,0,0,2080,1532,15
13658,17,17,0,0,2,0,3,734839,4,0,1,735934,0,0,0,2080,1532,15
13659,17,17,0,0,2,0,3,733310,4,0,1,736962,0,0,0,2080,1532,15
13660,17,17,0,0,2,0,3,734839,4,0,1,736664,0,0,0,2080,1532,15
13663,17,17,0,0,2,0,3,735370,4,0,1,737195,0,0,0,2080,1532,15
13664,16,4,0,0,0,0,3,733783,0,0,1,737433,0,0,0,2080,1532,15
13665,17,17,0,0,2,0,3,734094,4,0,1,735919,0,0,0,2080,1532,15
13666,16,4,0,0,0,0,3,734279,0,0,1,737929,0,0,0,2080,1532,15
13667,17,17,0,0,2,0,3,734515,4,0,1,736340,0,0,0,2080,1532,15
13668,16,4,0,0,0,0,3,733783,0,0,1,737433,0,0,0,2080,1532,15
13669,17,17,0,0,2,0,3,734094,4,0,1,735919,0,0,0,2080,1532,15
13670,16,4,0,0,0,0,3,734279,0,0,1,737929,0,0,0,2080,1532,15
13671,17,17,0,0,2,0,3,734515,4,0,1,736340,0,0,0,2080,1532,15
13672,8,8,0,0,2,0,3,735188,4,0,1,736283,40,6,68,2081,1533,35
13673,16,4,0,0,2,0,3,728980,4,0,1,739929,35,4,298,2082,1534,4
13674,16,4,0,0,2,0,3,732527,4,0,1,736220,35,4,298,2082,1534,4
13675,16,4,0,0,2,0,3,732527,4,0,1,743520,35,4,298,2082,1534,4
13676,16,4,0,0,2,0,3,733398,4,0,1,737056,35,4,298,2082,1534,4
13677,16,4,0,0,2,1,3,733934,4,0,1,737588,35,4,298,2082,1534,4
13678,16,4,0,0,2,1,3,734902,4,0,1,745710,35,4,298,2082,1534,4
13679,4,18,0,0,2,0,3,726422,4,0,1,737360,12,5,21,2083,636,4
13680,9,4,0,0,2,0,3,728679,4,0,1,735975,12,5,21,2083,636,4
13681,9,4,0,0,2,0,3,728679,4,0,1,743261,12,5,21,2083,636,4
13682,9,4,0,0,2,0,3,728679,4,0,1,739625,12,5,21,2083,636,4
13683,9,4,0,0,2,0,3,728679,4,0,1,728675,12,5,21,2083,636,4
13684,9,4,0,0,2,0,3,730037,4,0,1,740996,12,5,21,2083,636,4
13685,9,4,0,0,2,0,3,731530,4,0,1,731534,12,5,21,2083,636,4
13686,9,4,0,0,2,0,3,731597,4,0,1,738897,12,5,21,2083,636,4
13687,9,4,0,0,2,0,3,731597,4,0,1,740357,12,5,21,2083,636,4
13688,9,4,0,0,2,0,3,732748,4,0,1,736296,12,5,21,2083,636,4
13689,9,4,0,0,2,0,3,733072,4,0,1,736736,12,5,21,2083,636,4
13690,9,4,0,0,2,0,3,733793,4,0,1,733793,12,5,21,2083,636,4
13691,9,4,0,0,2,1,3,733971,4,0,1,737635,12,5,21,2083,636,4
13692,9,4,0,0,2,0,3,734158,4,0,1,744874,12,5,21,2083,636,4
13693,9,4,0,0,2,1,3,734089,4,0,1,737756,12,5,21,2083,636,4
13694,9,4,0,0,2,1,3,734522,4,0,1,738076,12,5,21,2083,636,4
13695,9,4,0,0,2,1,3,734265,4,0,1,745239,12,5,21,2083,636,4
13696,9,4,0,0,2,1,3,734605,4,0,1,745557,12,5,21,2083,636,4
13697,9,4,0,0,2,1,3,734705,4,0,1,738410,12,5,21,2083,636,4
13698,9,4,0,0,2,1,3,735263,4,0,1,746226,12,5,21,2083,636,4
13699,9,4,0,0,2,0,3,731334,4,0,1,737101,12,5,21,2084,636,4
13700,9,4,0,0,2,0,3,731334,4,0,1,745465,12,5,21,2084,636,4
13701,17,29,0,0,2,0,3,727254,2,0,1,738196,4,3,146,2085,1535,11
13702,17,3,0,0,2,0,3,728131,2,0,1,739079,4,3,146,2085,1535,11
13703,17,3,0,0,2,0,3,728920,2,0,1,736220,4,3,146,2085,1535,11
13704,17,3,0,0,2,0,3,728920,2,0,1,739870,4,3,146,2085,1535,11
13705,17,3,0,0,2,0,3,729289,2,0,1,740235,4,3,146,2085,1535,11
13706,17,3,0,0,2,0,3,729780,2,0,1,739756,4,3,146,2085,1535,11
13707,18,20,0,0,2,0,3,731005,4,0,1,735398,30,2,41,2086,1536,11
13708,11,14,0,0,2,1,3,734046,2,0,1,737405,60,5,144,2087,1537,4
13709,4,19,0,0,2,0,3,733327,4,0,1,736977,40,6,68,2088,1538,4
13710,4,19,0,0,2,0,3,734314,4,0,1,737964,40,6,68,2088,1538,4
13713,16,10,0,0,4,0,3,734283,3,0,1,745270,23,1,31,2089,1539,4
13714,16,10,0,0,4,0,3,734640,3,0,1,745635,23,1,31,2089,1539,4
13715,16,4,0,0,2,1,3,734513,4,0,1,736326,20,7,29,2090,628,4
13716,16,4,0,0,2,1,3,734513,4,0,1,738151,20,7,29,2090,628,4
13717,16,4,0,0,2,0,3,735125,4,0,1,736220,20,7,29,2090,628,4
13718,16,4,0,0,2,1,3,735125,4,0,1,738775,20,7,29,2090,628,4
13721,13,14,0,0,2,1,3,734774,2,0,1,737697,4,3,4,2092,1541,1
13722,9,18,0,0,2,0,3,730396,4,0,1,737558,28,3,37,2093,1542,4
13723,6,17,0,0,4,0,3,728961,17,0,1,739901,22,7,30,2094,51,4
13725,9,4,0,0,2,0,3,728701,4,0,1,736003,20,7,29,2095,1523,4
13726,16,6,0,0,2,0,3,732751,4,0,1,736401,28,3,37,2096,348,4
13727,16,6,0,0,2,1,3,734254,4,0,1,745223,28,3,37,2096,348,4
13728,11,12,0,0,2,1,3,734279,4,0,1,737087,4,3,4,2097,1543,4
13731,6,5,0,0,4,0,3,728541,6,1,1,746791,12,5,21,2098,303,4
13732,4,18,0,0,4,1,3,732363,5,0,1,736013,10,0,229,2099,1544,8
13733,6,17,0,0,4,0,3,727998,17,0,1,738942,20,7,29,2100,1545,4
13734,6,17,0,0,4,0,3,728981,17,0,1,739915,20,7,29,2100,1545,4
13735,17,17,0,0,4,0,3,728981,17,0,1,739915,20,7,29,2100,1545,4
13736,6,17,0,0,4,0,3,731662,17,0,1,742606,20,7,29,2100,1545,4
13737,6,17,0,0,4,0,3,731970,17,0,1,742927,20,7,29,2100,1545,4
13738,6,17,0,0,4,0,3,732367,17,0,1,743322,20,7,29,2100,1545,4
13739,6,17,0,0,4,0,3,732632,17,0,1,736265,20,7,29,2100,1545,4
13740,6,17,0,0,4,0,3,733241,17,0,1,744175,20,7,29,2100,1545,4
13741,6,17,0,0,4,1,3,733508,17,0,1,744462,20,7,29,2100,1545,4
13742,6,17,0,0,4,1,3,734240,17,0,1,737892,20,7,29,2100,1545,4
13743,6,17,0,0,4,1,3,734240,17,0,1,745192,20,7,29,2100,1545,4
13744,6,17,0,0,4,1,3,734520,17,0,1,738165,20,7,29,2100,1545,4
13745,6,17,0,0,4,1,3,734878,17,0,1,745830,20,7,29,2100,1545,4
13746,6,17,0,0,4,1,3,735333,17,0,1,737162,20,7,29,2100,1545,4
13747,6,17,0,0,4,1,3,735333,17,0,1,746287,20,7,29,2100,1545,4
13748,6,17,0,0,4,0,3,731163,17,0,1,736479,20,7,29,2101,1545,4
13749,6,17,0,0,4,1,3,734919,17,0,1,738561,20,7,29,2101,1545,4
13750,10,11,0,0,6,1,3,734682,6,0,1,737254,4,3,146,2102,1546,4
13751,5,6,0,0,2,0,3,733593,4,0,1,737243,0,0,161,2103,1461,4
13752,5,6,0,0,2,0,3,733884,4,0,1,737535,0,0,161,2103,1461,4
13753,5,6,0,0,2,0,3,734229,4,0,1,737879,0,0,161,2103,1461,4
13754,6,6,0,0,0,0,3,734684,0,0,1,739063,0,0,161,2103,1461,4
13755,5,6,0,0,0,0,3,732503,0,0,1,736153,0,0,143,2104,1461,4
13756,5,6,0,0,0,0,3,732780,0,0,1,736432,0,0,143,2104,1461,4
13768,9,4,0,0,2,0,3,728382,2,0,1,739185,16,5,23,2105,1318,4
13769,9,4,0,0,2,0,3,730193,2,0,1,740996,16,5,23,2105,1318,4
13770,1,15,0,0,2,0,3,733131,4,0,1,736783,16,5,23,2106,1318,4
13771,1,15,0,0,2,0,3,733597,4,0,1,744554,16,5,23,2106,1318,4
13772,1,15,0,0,2,0,3,733597,4,0,1,737374,16,5,23,2106,1318,4
13773,1,15,0,0,2,0,3,734531,4,0,1,736357,16,5,23,2106,1318,4
13774,1,15,0,0,2,0,3,734531,4,0,1,738243,16,5,23,2106,1318,4
13775,1,15,0,0,2,0,3,734531,4,0,1,745482,16,5,23,2106,1318,4
13776,1,15,0,0,2,1,3,735147,4,0,1,746165,16,5,23,2106,1318,4
13778,5,18,0,0,6,0,3,729446,14,0,1,736630,43,4,76,2108,714,4
13779,1,1,0,0,6,0,3,729814,14,0,1,736844,43,4,76,2109,714,4
13780,1,18,0,0,6,0,3,730152,14,0,1,737756,43,4,76,2110,714,4
13781,2,18,0,0,3,0,3,730152,14,0,1,735931,43,4,76,2111,714,4
13782,9,4,0,0,6,0,3,730582,14,1,1,737624,43,4,76,2112,714,4
13783,6,10,0,0,6,0,3,732473,14,0,1,736875,43,4,76,2113,714,4
13784,5,-100,0,0,4,0,3,734845,6,0,1,740283,13,0,19,2114,1548,4
13786,1,4,0,0,2,0,3,732824,4,0,1,736371,28,3,37,2116,85,4
13787,0,7,0,0,2,0,3,726114,4,0,1,740706,29,8,40,2117,527,4
13788,16,5,0,0,4,0,3,733184,17,0,1,736661,20,7,29,2118,1550,4
13789,16,5,0,0,4,1,3,735063,17,0,1,746014,20,7,29,2118,1550,4
13790,17,3,0,0,0,0,3,733370,0,0,1,744324,1,0,294,2119,1551,4
13791,6,10,0,0,0,0,3,727378,0,0,1,738318,0,0,160,2120,649,4
13792,5,6,0,0,2,0,3,728897,4,0,1,739839,0,0,160,2120,649,4
13793,16,10,0,0,2,0,3,727171,4,0,1,738121,28,3,37,2121,62,1
13794,2,9,0,0,2,1,3,734591,4,0,1,738243,8,2,155,2122,1552,1
13795,2,9,0,0,2,1,3,735046,4,0,1,738881,8,2,155,2122,1552,1
13796,5,5,0,0,8,0,3,733186,9,0,1,736875,17,1,137,2123,1553,4
13797,5,-100,0,0,8,0,3,734493,9,0,1,745635,17,1,137,2123,1553,4
13798,17,17,0,0,2,0,3,733360,2,0,1,737049,34,1,50,2124,1554,4
13799,17,17,0,0,2,0,3,734279,2,0,1,737929,34,1,50,2124,1554,4
13800,17,17,0,0,2,0,3,734279,2,0,1,745229,34,1,50,2124,1554,4
13801,17,17,0,0,2,0,3,734797,2,0,1,738521,34,1,50,2124,1554,4
13802,17,17,0,0,2,0,3,734797,2,0,1,745821,34,1,50,2124,1554,4
13803,13,16,0,0,2,1,3,733753,2,0,1,736189,19,5,133,2125,1555,4
13804,13,16,0,0,2,1,3,733753,2,0,1,737284,19,5,133,2125,1555,4
13805,16,4,0,0,2,0,3,733241,4,0,1,736889,20,7,29,2090,628,4
13806,10,11,0,0,2,1,3,734241,2,0,1,737162,36,9,275,2126,1556,4
13807,6,6,0,0,2,0,3,732513,4,0,1,736159,20,7,29,2127,628,4
13808,6,6,0,0,2,0,3,733360,4,0,1,744309,20,7,29,2127,628,4
13809,6,6,0,0,2,1,3,734303,4,0,1,737953,20,7,29,2127,628,4
13810,6,6,0,0,2,1,3,734811,4,0,1,745755,20,7,29,2127,628,4
13811,6,4,0,0,2,0,3,732527,4,0,1,736175,24,2,32,2128,1557,4
13812,6,4,0,0,2,0,3,732527,4,0,1,743475,24,2,32,2128,1557,4
13813,6,4,0,0,2,0,3,732708,4,0,1,736357,24,2,32,2128,1557,4
13814,6,4,0,0,2,1,3,733549,4,0,1,737923,24,2,32,2128,1557,4
13815,6,4,0,0,2,1,3,734590,4,0,1,738243,24,2,32,2128,1557,4
13816,6,4,0,0,2,1,3,734590,4,0,1,745543,24,2,32,2128,1557,4
13817,14,11,0,0,2,1,3,734293,2,0,1,736858,8,2,77,2129,1558,20
13818,14,2,0,0,6,1,3,734873,6,0,1,736705,26,8,43,2130,1559,7
13819,14,2,0,0,6,1,3,734873,6,0,1,737800,26,8,43,2130,1559,7
13820,14,2,0,0,6,1,3,734873,6,0,1,738530,26,8,43,2130,1559,7
13821,2,1,0,0,2,0,3,732649,2,0,1,736310,28,3,37,2131,1560,4
13822,2,1,0,0,2,0,3,733509,2,0,1,737179,28,3,37,2131,1560,4
13823,2,1,0,0,2,1,3,734048,2,0,1,737697,28,3,37,2131,1560,4
13824,2,1,0,0,2,0,3,734611,2,0,1,737332,28,3,37,2131,1560,4
13826,1,15,0,0,2,0,3,733611,4,0,1,737254,20,7,29,2134,348,4
13827,13,14,0,0,4,1,3,735161,6,0,1,737513,60,5,179,2135,1052,4
13828,5,6,0,0,4,1,3,731450,3,0,1,736964,10,0,14,2136,175,4
13830,9,15,0,0,2,1,3,733664,2,0,1,737314,35,4,60,2138,1564,4
13831,9,15,0,0,2,1,3,733912,2,0,1,737558,35,4,60,2138,1564,4
13832,9,15,0,0,2,1,3,734248,2,0,1,737909,35,4,60,2138,1564,4
13833,9,15,0,0,2,1,3,734551,2,0,1,738196,35,4,60,2138,1564,4
13834,11,14,0,0,2,1,3,735322,4,0,1,738242,12,5,199,2139,1239,4
13836,16,-100,0,0,2,0,3,733248,2,0,1,736906,47,0,84,2141,1566,4
13838,14,16,0,0,2,1,3,734005,2,0,1,736602,4,3,4,2142,1567,4
13839,14,16,0,0,2,1,3,733964,2,0,1,737605,4,3,4,2142,1567,4
13840,14,16,0,0,2,1,3,734198,2,0,1,738045,4,3,4,2142,1567,4
13841,14,16,0,0,2,1,3,734968,2,0,1,737739,4,3,4,2142,1567,4
13842,6,6,0,0,2,0,3,725842,4,0,1,736783,4,3,4,2143,1568,4
13843,6,6,0,0,2,0,3,729001,4,0,1,739946,4,3,4,2143,1568,4
13844,6,6,0,0,2,0,3,729311,4,0,1,740266,4,3,4,2143,1568,4
13845,6,6,0,0,2,1,3,733635,4,0,1,737332,4,3,4,2143,1568,4
13846,6,6,0,0,2,0,3,733880,4,0,1,735886,4,3,4,2143,1568,4
13847,6,6,0,0,2,1,3,733880,4,0,1,737711,4,3,4,2143,1568,4
13848,6,6,0,0,2,1,3,734188,4,0,1,736251,4,3,4,2143,1568,4
13849,6,6,0,0,2,1,3,734188,4,0,1,738076,4,3,4,2143,1568,4
13850,6,6,0,0,2,1,3,735284,4,0,1,746226,4,3,4,2143,1568,4
13851,6,6,0,0,2,1,3,735284,4,0,1,738926,4,3,4,2143,1568,4
13852,1,15,0,0,2,1,3,735070,4,0,1,738714,11,3,18,2144,1569,4
13853,9,-100,0,0,2,0,3,735069,2,0,1,736894,10,0,65,2145,1570,4
13855,7,8,0,0,2,0,3,732305,30,0,1,735955,0,0,71,2147,1572,36
13856,7,8,0,0,2,0,3,734529,30,0,1,736354,0,0,71,2147,1572,36
13857,7,8,0,0,2,0,3,734816,30,0,1,736641,0,0,71,2147,1572,36
13858,7,8,0,0,2,0,3,735019,30,0,1,737574,0,0,71,2147,1572,36
13859,7,8,0,0,2,0,3,735151,30,0,1,736976,0,0,71,2147,1572,36
13860,7,8,0,0,2,0,3,735249,30,0,1,735979,0,0,71,2147,1572,36
13861,13,16,0,0,6,1,3,734088,6,0,1,736644,35,4,178,2148,380,4
13862,15,20,0,0,6,1,3,734510,6,0,1,736875,4,3,17,2149,1573,10
13863,15,20,0,0,6,1,3,734615,6,0,1,738121,4,3,17,2149,1573,10
13865,17,6,0,0,8,0,3,732488,16,0,1,748524,10,0,14,2150,1574,4
13866,0,4,0,0,2,0,3,732002,4,0,1,742971,20,7,29,2151,142,4
13867,9,6,0,0,4,0,3,732848,17,0,1,743793,20,7,29,2151,142,4
13868,16,4,0,0,2,0,3,733401,4,0,1,737055,1,0,1,2152,1575,4
13869,6,10,0,0,0,0,3,734177,0,0,1,745131,1,0,1,2153,1575,4
13870,1,4,0,0,2,0,3,730991,4,0,1,741726,20,7,29,783,50,4
13871,1,4,0,0,2,0,3,733187,4,0,1,737574,20,7,29,783,50,4
13872,4,-100,0,0,1,1,3,728694,2,0,12,739644,0,0,120,2154,1576,4
13873,16,5,0,0,2,0,3,728742,4,0,1,736036,20,7,227,2155,1577,4
13874,16,5,0,0,2,0,3,729011,4,0,1,739960,20,7,227,2155,1577,4
13875,16,5,0,0,2,0,3,732586,4,0,1,743537,20,7,227,2155,1577,4
13876,16,5,0,0,2,0,3,732807,4,0,1,736449,20,7,227,2156,1577,4
13877,16,5,0,0,2,0,3,732900,4,0,1,736585,20,7,227,2156,1577,4
13878,16,5,0,0,2,0,3,733444,4,0,1,744387,20,7,227,2156,1577,4
13879,16,5,0,0,2,1,3,733797,4,0,1,744735,20,7,227,2156,1577,4
13880,16,5,0,0,2,1,3,734513,4,0,1,745451,20,7,227,2156,1577,4
13881,16,5,0,0,2,1,3,734829,4,0,1,745769,20,7,227,2156,1577,4
13882,16,5,0,0,2,1,3,735090,4,0,1,746044,20,7,227,2156,1577,4
13883,6,6,0,0,6,0,3,730940,6,0,1,740190,20,7,227,2157,1578,4
13888,9,7,0,0,2,1,3,735013,4,0,1,738669,1,0,12,2159,1580,4
13890,2,1,0,0,2,0,3,734249,4,0,1,737892,8,2,155,2161,1582,4
13891,1,9,0,0,2,1,3,735070,2,0,1,738000,34,1,173,2162,1583,4
13892,1,9,0,0,2,1,3,735070,2,0,1,738730,34,1,173,2162,1583,4
13893,9,4,0,0,2,0,3,733102,2,0,1,736766,39,8,274,2163,1584,4
13894,9,4,0,0,2,0,3,734128,2,0,1,737786,39,8,274,2163,1584,4
